PropertyName,link,rating,review,date
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",5.0,"i don't get the bad reviews honestly, i'm currently living here and haven't experienced anything? fairly priced, not a very ""fancy"" apartments, calm community normal looking apartments and they have renovated apartments which are better looking. honestly those bad reviews are total bullshit. if you have roaches it's ur fault i never had any roaches in my apartment. keep yours clean and you won't have anything. never had issues in the laundry room. washers and dryers are clean, very nice staff and shout out to the coolest managers Leanne and alicia, they can literally help you with anything you want and welcome you with a smile. and just a reminder that this was owned by a previous company and it was total crap till ""Greystar"" took over. they literally fixed a lot of things. i'd recommend living here if you want normal looking apartments, calm community, not very far from ASU just 6-8 minutes walking depends on how you walk and you're on campus. a lot of restaurants around. oh and at sunset if you walk around the community or just open your window you'll hear birds and it sounds so peaceful.",8 months ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",4.0,I came here almost a couple of months back. Truly speaking their ultra renovated apartments are really good and the society is huge. They organize small parties every now and then and free food is served:D. All the places that one might be interested in are nearby (15 mins walk at max). So yes!! you should consider this place to stay.,a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,Rude management. Bedbugs will rape you. Dont ever look into these apartments.,7 months ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"The clubhouse or whatever lounge they boast about in the pictures is just to trap customers. The pool table doesn't have proper sticks to play with. No room for table tennis as well. And when I complained about it, they gave me rude answer that its not on their priority list. So I asked them why have you kept the pool table then? Just to fool people.? The management is really bad. Worst I would say.! Please look for other options!! There are many...",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",5.0,"We came this 2015 Fall and we are staying in Ultra-renovated 2bx2b. Till date we do not have any issues with bugs but we are watching roaches in wash rooms at night time and that is common everywhere. So, I recommend this apartment as new management team is good in solving issues.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",4.0,"They are making efforts to improve every stuff. And I have no problems (on their part) ever since I moved in. Complaints are dealt with properly too. And its lively here with ppl around always, so I would say its more safe than other places. Overall i like it here :)",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",4.0,"It's nice overall, a lot of foreigners that don't speak much English which makes it hard to have relationships with your neighbors. Small parking spaces. Nice facilities and layouts though!",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"The apartments are okay. The services are okay. Staff doesn't behave properly at times. The prices have gone up and are more than what its worth. There are better alternatives available at cheaper rates. I live here only to stay close to my friends. If you are new to this city or have better options, please do not risk renting an apartment here.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Literally the only thing I like about this place is the location. Moved here from a diff state and ignored all reviews about cockroaches. BIG MISTAKE. They. Are. Everywhere. My unit was good for about 9 months. Then out they came crawling from all directions, even in the bedroom walls. So freaking gross. My boyfriend and I are hardly home, and we keep everything SPOTLESS. I hate clutter and anything that's messy, so the fact that we have cockroaches makes me want to pull my hair out. It doesn't matter how clean you are you'll more than likely end up with them in your unit too. Currently undergoing treatment (which is an ANNOYING 3 step treatment in which you have to remove EVERYTHING from the kitchen, hallway closets, and restroom). So inconvenient. I regret renewing my lease here. Please, if you're reading this, DO NOT MOVE HERE unless you want to be accompanied by COCKROACHES. I'd do anything to have my peace of mind back as well as my home.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",4.0,"Stayed here for 2.5 years and never had any problem with cockroaches or bedbugs. But this place is noisy at nights with lot of students having parties and birthday celebrations. If you are looking for a decent living experience close to university, go for it. I recommend this place.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,Management policies are really bad and sometimes staff as well in the past. Not a good experience I have got so far. Would not recommend to anyone..!! because they don't change and they know they are at prime location hence don't care about service quality at all..!!,10 months ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"The complex was mediocre when I lived there. I moved into my new apartment and the carpet had long, thick black hairs embedded into it. I'm blonde. I know it was definitely not mine. It's fairly quiet, no noisy parties while I was staying there like the days of the Quads. The part that makes me angry is the office. I moved to this complex because I thought the manager was great. I practically followed her from one complex to this one. However, upon moving out (and having several people apply to sublease my apartment because of a new job and leaving the city) I was told I would be issued a refund of my deposit. The refund came, two months later and to the order of the three people that had applied to the lease. AND ME. Basically, an uncashable check. I sent it back and it was promised to be re-issued. Here it is, Christmas Eve (I moved out in May) and I have yet another check payable to all four of us. UNCASHABLE. I've been waiting for six months and four complaints (or more, I've lost teack) for another check after I was promised I would be accredited appropriately the second time. This is a horrible financial organization. Unorganized and unable to fix a simple mistake. GET IT TOGETHER, GREYSTAR MANAGEMENT.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Gave it 1 star, because of the only reason that google doesn't allow me to give 0 stars. Horrible and rude management. Pests and bugs everywhere. They are all over the apartments and management blame residents individually (even the new ones) that it's our fault. Everything about this apartment is bad, except the convenience to transport to ASU.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"It was cool at first, rarely ever noticed any roaches or a mass of roaches (maybe less than 10 of living there for a year) Then a few weeks before my lease was up, I started to notice a lot of roaches! OMG ... like where the hell did these come from? - I bombed (3 foggers) the apartment and the same day I killed about 7/8. Pest control come out every Tuesday per request, there's still roaches! I would've recommended it but not anymore, it's not worth it.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Where Do I begin...I moved in here less than a month ago and I already cannot wait for the lease to be up. My roommate and I are extremely clean and tidy individuals and the day we moved into our unit that was supposedly ready a few days early, was absolutely filthy. The kitchen and bathrooms were littered with body/pubic hair from the last residents, there was rotting food under the fridge, and to top it off THERE ARE ROACHES EVERYWHERE. The incompetent representatives, with the exclusion of one, all say different things when you call them asking for assistance or pest control. Week 2 living here our sink in the kitchen lost all work pressure and is down to a trickle so upon calling the office on a  Friday they told me that were is no maintenance on weekends so Id have to submit a request online and wait till maybe Tuesday so therefore having no kitchen sink to  do dishes or cook for 4 days. As for the roaches we were offered a different room that was across the complex and a sub-level but offered no assistance with furniture moving and I am partially disabled so it really wasn't a viable option. The one competent girl in the office set up a pest control appointment but failed to mention that they were coming in the evening so in reality we couldn't sleep there that night. Also that we would have to empty out our kitchen and bathrooms completely once a week for 3 weeks so they could spray which is only a temporary solution. We called an outside exterminator solely for advice to find out that spraying is only a temporary fix and that bombing is the only way to truly get rid of the  problem but it is more pricey. So all in all 12fifty5 is cheap, overpriced and doesn't give a dam about it residents but if want a curry smelling filthy overpriced apartment then this is the complex for you!",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"Pros: Close to university, close to food city, organize small social gatherings biweekly.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",5.0,"Ever since the new management came in, its been awesome! The new clubhouse, the study rooms, the gym, the pool is all super cool. thank you guys!",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",4.0,We are happy with your services and accommodation. We look forward to many such events because this helps us socialize and get to know others. Thanks. Cheers!,a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Very bad place , washing machines does not work for more than week. And no any response.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Mike Lubash and all other Quadrangles tenants: Let's exchange information and initiate a class action lawsuit against these guys! I'm serious. I have legal experience and can help too. We all have the same exact problem!! This place is infested with roaches and bedbugs to an extent that can't be tolerated by any human being. This should be properly DISCLOSED to any potential future tenant before they move in so they can make an informed choice whether or not to move into this nightmare... The Pest Control treatment didn't make any difference for us either, it was just costly and the bugs & roaches are still here. We are extremely clean and have never had an issue like this EVER before. LET'S TAKE LEGAL ACTION TO GET COMPENSATION FOR FINANCIAL DAMAGES AND EMOTIONAL DISTRESS!!",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Dont even think of renting an apartment here. Their maintenance is terrible and even if you return the apartment at the end of the leasing period without any damage, they charge you around $1000.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,The best place to live with roaches. Sorry had to give 1 star as Google does not allow me to give zero.,a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"After living there for 2 years, I realized that my money deserved to be spent on better things. The new management could get a lesson or two in manners and hospitality, street-lights aren't turned on at night, they change their policies on a weekly basis, openly discriminate among residents and the apartments are made of paper-thin walls with roach infestations.",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",5.0,"This is the best place I have ever lived!The office staff is so rad! Shout out to Monique and Chapman, as they are awesome and helpful! They keep this place clean and in tip top shape,I always see the maintenance guys working their asses off and they are so nice! The neighbors are super chill and friendly and not to mention its a pretty rad place to just hang and considering that this is a college town the other tenants are pretty respectfully and quiet! They just painted the buildings and are renovating the apartments and they are really cool looking! Its a decent price on the units when you consider all that is surrounding you(mill, tempe town, tempe market, onsite gym, onsite rec room, and walking distance to 4peaks). I am so happy to call this place home! :)",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Ok! I lived here for a year, and this way my first apartment choice cause I feel in love with the place BUT! after I moved in, I noticed cockroaches! & Not just one but a billion of them. They where in my kitchen, dinning room, living room, restroom, even the bedroom! Im sure if you have a baby & you wake up in the middle of the night to check on her im sure she will have cockroaches all over her too. The staff are really nice and friendly, but if you ask about cockroaches or bugs they will look at you and laugh it off just so you can sign on the dotted line. I don't have anything against the staff here but! they will lie with kindness. The maintenance here is on point, but there is one guy named ""Mike"" who is run and act as he owns the place, he is a straight bullsh&(. I DO NOT RECOMMEND this APARTMENT to ANYONE! If you like cockroaches in your food, on your clothes even on the ceiling then this place is for you. Your paying them to live in like a homeless person when you really think about it. I regret moving to this place a week later i moved in but! I had just leased it for 12 months and i didn't have the money to break my lease. So I hope this helps, I feel bad everytime i see new people come into the front office, I wish I can steal them away and say ""Don't do it"" I would tell them why. but! Thats why there are reviews... LOL anyways happy to say I am moving far away and cockroach free!!!",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Worst experience. Lived there for 1.5 years. Staff is lousy, insensible and inconsiderate. I bet no one can get the safety deposit back from these people who'll find ways to impose fines.",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,This is the worst place I have ever lived. The roaches are out of control. Maintenance shows up a week later and they wanted me to pay to resurface my nasty tub. Do not move here...!!! The property owners are the worst!,a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,"This apartment complex should be your very LAST resort. They are infected with cockroaches and the management does nothing about it. I have lived here for 3 months and it has come to the point where I see multiple roaches every day. We keep our kitchen up to par and leave no food out; yet, we still see cockroaches. We have talked to management and they do nothing about it. The entire place needs upgrading and is very out of date. The kitchen appliances (stove, fridge, cabinets) look like they were from the 70's. I do NOT recommend this place to anyone and I will never recommend this to anyone, even those I do not like. The ONLY good thing I like about this place is the lawn care. They come every Tuesday and keep the place looking tidy. Overall, 2/10 for this place. Never ever AGAIN will I stay here.",3 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,HATED IT.. note the caps for emphasis :)  ZERO STARS is more appropriate.,3 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"I wish I did not even have to give this place a star. I have lived here 3 months and it has not been a very good experience. Our air conditioning was broken within weeks of moving in, and it broke again a few weeks ago. There are bugs despite the fact that they have sprayed three times, going on four. They shut my water off twice without notifying the residents. Everytime I have a complaint or something is wrong they try to make it seem like its my fault and accuse me of not paying attention (I was accused of not reading a notice that the water was being turned off. When 10 other people came in to complain they realized no one delievered the notices.) Do not live here if you can avoid it.",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"I moved from Flagstaff, so rent was cheaper here. However, it stil seems over priced when I move in especially, there are bugs everywhere, dead bugs in the cabinets on move in day... And they painted the floorboards, looks like a 5 year old could do better than them.. its sloppy and ugly.",2 years ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",1.0,"Worst complex. Expensive, dirty, noisy and old.",a year ago
12Fifty5 at University,"https://www.google.com/search?q=12Fifty5%20on%20University&ludocid=1050163702495051605#lrd=0x0:0xe92ee52cb39ff55,1",2.0,These apartments are standard and average in terms of specs and appliances. Fair pricing though.,2 years ago
